Date,Open,High,Low,Close
10/10/2017,"2,549.99","2,555.23","2,544.86","2,550.64"
10/09/2017,"2,551.39","2,551.82","2,541.60","2,544.73"
10/06/2017,"2,547.44","2,549.41","2,543.79","2,549.33"
10/05/2017,"2,540.86","2,552.51","2,540.02","2,552.07"
10/04/2017,"2,533.48","2,540.53","2,531.80","2,537.74"
10/03/2017,"2,530.34","2,535.13","2,528.85","2,534.58"
10/02/2017,"2,521.20","2,529.23","2,520.40","2,529.12"
09/29/2017,"2,509.96","2,519.44","2,507.99","2,519.36"
09/28/2017,"2,503.41","2,510.81","2,502.93","2,510.06"
09/27/2017,"2,503.30","2,511.75","2,495.91","2,507.04"
09/26/2017,"2,501.04","2,503.51","2,495.12","2,496.84"
09/25/2017,"2,499.39","2,502.54","2,488.03","2,496.66"
09/22/2017,"2,497.26","2,503.47","2,496.54","2,502.22"
09/21/2017,"2,507.16","2,507.16","2,499.00","2,500.60"
09/20/2017,"2,506.84","2,508.85","2,496.67","2,508.24"
09/19/2017,"2,506.29","2,507.84","2,503.19","2,506.65"
09/18/2017,"2,502.51","2,508.32","2,499.92","2,503.87"
09/15/2017,"2,495.67","2,500.23","2,493.16","2,500.23"
09/14/2017,"2,494.56","2,498.43","2,491.35","2,495.62"
09/13/2017,"2,493.89","2,498.37","2,492.14","2,498.37"
09/12/2017,"2,491.94","2,496.77","2,490.37","2,496.48"
09/11/2017,"2,474.52","2,488.95","2,474.52","2,488.11"
09/08/2017,"2,462.25","2,467.11","2,459.40","2,461.43"
09/07/2017,"2,468.06","2,468.62","2,460.29","2,465.10"
09/06/2017,"2,463.83","2,469.64","2,459.20","2,465.54"
09/05/2017,"2,470.35","2,471.97","2,446.55","2,457.85"
09/01/2017,"2,474.42","2,480.38","2,473.85","2,476.55"
08/31/2017,"2,462.65","2,475.01","2,462.65","2,471.65"
08/30/2017,"2,446.06","2,460.31","2,443.77","2,457.59"
08/29/2017,"2,431.94","2,449.19","2,428.20","2,446.30"
08/28/2017,"2,447.35","2,449.12","2,439.03","2,444.24"
08/25/2017,"2,444.72","2,453.96","2,442.22","2,443.05"
08/24/2017,"2,447.91","2,450.39","2,436.19","2,438.97"
08/23/2017,"2,444.88","2,448.91","2,441.42","2,444.04"
08/22/2017,"2,433.75","2,454.77","2,433.67","2,452.51"
08/21/2017,"2,425.50","2,430.58","2,417.35","2,428.37"
08/18/2017,"2,427.64","2,440.27","2,420.69","2,425.55"
08/17/2017,"2,462.95","2,465.02","2,430.01","2,430.01"
